Date,Content
20190902,互联网家装公司如爱空间、万链、金螳螂家、速美超级家和全包圆等，主要通过标准化流程、较短工期和较低价格吸引消费者。这些公司之间的主要差异在于所选建材的品质、设计费和管理费的收取。
20190902,传统家装公司如东易日盛和业之峰，更注重个性化设计和施工质量，但工期较长，价格也相对较高。
20190902,全屋定制公司如索菲亚、尚品宅配和欧派等，主要提供家具定制服务，其拓展整装业务可实现一站式装修。
20190902,互联网家装公司和全屋定制公司在硬装方面的竞争力相对较弱，但在软装方面具有优势。
20190902,预计在未来几年里，全屋定制公司将仍以家具定制为主，与家装公司形成互补，其整装新业务会对家装公司产生部分替代效应，但难以形成有力竞争。
20190519,基建投资和房地产投资持续改善，其中房地产投资表现超过预期。
20190519,受节日因素影响，部分后周期行业增速在4月后有所回落。
20190519,随着竣工回暖，住宅全装修企业有望受益。
20191202,基建投资增速在10月份回落，主要原因可能是去年同期政策发力导致的较高基数以及今年前9个月专项债发行完毕而新增额度尚未到位。
20191202,房建和基建板块通常在四季度表现较好，主要原因是这些企业在四季度进行回款和确认收入的速度加快。
20191202,水泥价格在本月有所上升，可能对建筑企业的成本产生负面影响。
20191202,钢价方面，19年11月螺纹钢价格较10月底上涨，中厚板价格保持稳定，目前仍处于相对高位，这可能会给以钢材为主要原材料的建筑公司带来一定的成本压力。
20191202,园林板块的收入和业绩继续大幅下滑，主要原因是PPP清库及监管进一步趋紧，同时民营企业融资相对受限，现金流压力较大。
20191202,设计公司的收入和业绩下滑，主要是因为多数设计公司收缩了EPC业务的发展。
20190908,宏观政策环境变化影响行业景气度，导致固定资产投资及基建投资增速下滑，进而影响公司订单达成预期。
20180701,建筑装饰行业受到地产棚改政策收紧的影响，尤其是房建、装饰等子版块，跌幅明显。
20180701,国际工程子板块则受益于人民币贬值预期，涨幅居前。
20180701,在贸易争端影响下，国内市场对扩大内需的预期持续升温，基建、高端制造投资和消费升级成为主要手段。
20180701,国家大力支持房屋租赁市场发展和全装修政策，有利于家装业务快速发展，龙头企业的规模优势将进一步显现。
20190306,增值税下降对建筑行业产生普遍影响，尽管建筑业税率由10%降至9%，但原材料进项税由16%降至13%，降幅更大，可能导致进项税减少更多。
20190306,建筑行业上游为钢铁、水泥等原材料供应商，下游为房地产、政府等部门，建筑企业对上下游的议价能力相对较弱。
20190306,增值税率下调理论上可使建筑企业维持原合同价格并获得一定差价利润，但考虑到房地产商及政府部门话语权较强，建筑企业可能被迫降低合同报价。
20190306,建筑行业龙头普遍实行集中采购，近年来对材料商等逐渐强势，材料采购价格逐步下降。
20210228,钢结构公司连续多年实现快速增长，受益于政策催化带来的钢结构下游需求增加。
20210228,钢构公司订单增长较快，精工钢构、杭萧钢构订单增速均在30%以上，鸿路钢构订单增速略低，主要因为工程订单收缩，且2019年签订大订单导致基数较高所致。
20210228,部分装修公司的订单在一定程度上出现下滑，除疫情影响外，地产行业加强调控也是导致装修公司订单及业绩受损的主要原因。
20190106,行业景气度受到宏观政策环境变化的影响，可能导致行业整体发展放缓。
20190106,固定资产投资及基建投资增速下滑，可能影响公司的订单量，进而影响公司的业绩表现。
20180501,建筑装饰行业收入与盈利加速增长，主要原因是前期高增长订单向收入转化以及PPP等高毛利率业务占比提升，从而提高了盈利能力。
20200809,钢结构和混凝土结构呈现替代关系，随着混凝土价格和人力成本的上涨，钢结构的成本优势逐渐显现，预计“十四五”期间全国建筑钢结构产量将保持稳定增长。
20200809,公司在地产精装修领域的公装订单增速表现强劲，18年和19年上半年分别达到25%和23.7%，市占率提升的逻辑逐步得到验证。全年传统公装订单有望保持良好增长。
20180910,建筑装饰行业相对于上证综指呈现“先抑后扬”趋势，投资热情逐渐恢复，但近期受大盘走势影响有所下跌。
20180910,在地方政府严控隐性债务、各类融资平台及非标融资渠道收紧的背景下，建筑行业上半年普遍出现融资面偏紧、流动性紧张及偿债压力加剧等问题，新建和在建项目面临较大压力，对行业估值形成压制。
20180910,2018年上半年，“降杠杆”主基调对建筑行业的业务拓展产生较大制约，全社会信用收缩与社融增速下滑趋势逐步形成，对建筑企业业务拓展造成压力。
20180511,景观照明行业受益于城镇化与消费升级，夜游经济带来巨大市场空间。
20180511,大型活动推动全国景观照明市场发展，行业需求骤升。
20180511,2000-2006年间，城市照明工程建设推动景观照明设备生产企业及施工队伍发展壮大。
20180511,与IT产业、汽车产业及房地产业相关消费增长迅速，夜游经济成为城市建设重要分支。
20180511,照明行业上市公司通过外延并购整合行业，扩大业务规模，提高市占率。
20180511,景观照明工程行业具有前期投入资金规模大、回收时间长、资金周转速度慢等特点。
20180511,灯具、光源、材料、风格与设计方式随技术水平和人们生活方式的改变而变化。
20180511,西部大开发政策带动西部城市照明需求持续增长，为公司发展提供良好机遇。
20180511,若固定资产投资增速下降，景观照明工程订单总量可能快速下滑。
20190721,专项债放量有望助力后期基建投资回暖，重点关注前端设计检测龙头及低估值央企。
20190721,基建设计、部分区域基建龙头和钢结构等公司预计将实现较高的业绩增速，而基建央企和装饰龙头将保持稳健增长。
20190721,受PPP持续规范清理影响的园林公司业绩可能仍有所下滑。
20190721,宏观政策环境变化可能导致行业景气度下降。
20170418,房地产政策调控对地产商投资意愿的影响，以及商品房销售面积增速的下降。
20170418,建筑行业行情表现为国有建筑企业资产价格重估和民营企业投资机会。
20170418,制造业投资回升的原因，包括政策支持、大宗商品价格上涨和工业企业利润恢复性增长等因素。
20170418,房地产开发投资额增速的回升趋势及其原因，主要是政策去库存和商品房销售面积的改善。
20170418,基建投资与货币投放、政府财政支出和发改委批复的重大项目数量等因素有关。
20200303,生态园林行业经历了 2017 年以来的地方政府去杠杆、2018 年的信用收缩以及 2019 年龙头企业的控股权转让，导致行业供给端大幅收缩。
20200303,随着供给端的收缩，生态园林行业的供需环境得到改善，有利于幸存的企业实现“剩者为王”。
20190714,宏观政策环境变化导致行业景气度下降，这可能影响到相关公司的业务表现。
20200112,专项债发行大幅增长，推动建筑装饰行业需求提升；
20200112,环保压力加大，对建材生产及工地施工提出更高要求，供给端面临挑战。
20200112,专项债发行增长→建筑装饰行业需求提升；
20200112,环保压力加大→施工队伍管理、成本控制要求提高；
20180724,上半年，由于金融降杠杆和清理地方政府融资平台等政策影响，金融机构对融资平台的融资态度较为谨慎，导致平台融资规模大幅下降，基建项目受到资金约束，投资增速显著下滑。
20180724,这种状况可能导致基建行业供需失衡，从而影响到相关企业的经营状况和市场表现。
20190211,基建投资持续回暖，19年专项债发行提速，表明基础设施建设领域需求增加。
20190211,钢价方面，19年1月螺纹钢价格在连续回落后小幅上升，中厚板价格持续下降后平稳在低位，有利于建筑公司成本压力的缓解。
20190211,宏观政策环境变化可能对行业景气度产生负面影响，如固定资产投资及基建投资增速下滑可能导致公司订单不达预期。
20190401,受益于地产后周期，尤其是二手房交易额的增长，翻新装修需求有望回暖，这将使在一二线城市布局较好的C端家装类企业显著受益。
20190401,随着全装修比例的提高和相关政策的出台，B2B装修市场也将受益。此外，二手房市场的景气度回升也将带动B2C家装装饰市场的回暖。
20190401,报告选取了全装修业务占总营收比重较高的金螳螂、广田集团、全筑股份进行研究，发现这些公司的收入与地产相关指标存在一定的统计关系。
20190401,虽然地产开发商到位资金增速目前仍处于低位，但这并不是精装修业务回款压力的主要因素。由于传统精装修业务采用甲供材模式，且地产商在产业链中的话语权较高，导致下游装饰企业的回款压力较大。
20190401,定制精装业务的目标客户为毛坯房交付的小业主，通过与精装交付能力较弱的中小开发商合作，下游装饰企业公司在定价权方面具有较强的优势，毛利率有望优于传统精装。
20190401,金螳螂、全筑股份等公司在全装修业务方面积累了丰富的开发商资源，加上在家装供应链领域的多年业务积淀，定制精装模式的开展有望在原精装修业务规模效应的基础上，提升公司在话语权和毛利率、回款等方面的表现。
20190401,根据中信证券研究部地产组的观点，2019年二手房市场销售面积和金额有望反弹，这将有利于相关城市的东易日盛、金螳螂等企业。
20180820,在板材方面，实木板、多层实木板、指接板、爱格板、高密度板、刨花板和饰面板都有不同的甲醛释放量。其中，实木板没有甲醛释放，价格最高；刨花板和饰面板的甲醛释放量达到E0级标准，性价比较高。
20180820,在地板材料方面，实木地板、实木复合地板和强化复合地板有不同的甲醛释放量。其中，实木地板无甲醛释放，属于较为环保的材料，价格也最高；强化复合地板最便宜，E0级强化复合地板每平米在90-130元，也为互联网家装最低价位套餐使用的材料。
20180820,在墙面漆方面，水性科天=晨阳=都芳>来威>多乐士>美涂士，其中，水性科天和晨阳的墙面漆无甲醛释放，最为环保。
20180820,在各公司的主材品牌方面，金螳螂家、速美超级家、爱空间、万链、全包圆、有住等公司都有各自的品牌，价格略有不同。
20180820,在互联网家装与传统家装的比较方面，互联网家装采用集采模式，成本节省多，供应商利润被极大剥削，消费者利益最大化；而传统家装没有集采，节省成本较小，材料商最大限度保护了自己利益。
20180820,在各公司的装修费用方面，金螳螂家的价格费用要明显高于其他五家，其设计费要明显高于其他几家，收取100/㎡（实际签单后会有一定优惠）接近于传统家装的设计费用水平。
20180820,在各公司的套餐包含工程方面，金螳螂家的套餐内除了不包含垃圾搬运费外其他均包含，比其他公司更为全面。
20180820,在各公司的施工质量方面，金螳螂家的施工主要是在墙漆、瓷砖石材的铺贴和安装成品上，相对施工成本较高，但其施工进度较规范，工期比其它几家要长。
20180820,在各公司的净利率方面，金螳螂家的净利率较低，但其报价贵的部分和成本节省部分多数让利给了当地直营店人员，对其有激励作用，更能够保证家装品牌的长久、稳定地发展。
20210322,建筑装饰行业受多种因素影响，如反腐、营改增、金融监管等，行业集中度持续提升，小企业逐渐退出。
20210322,原材料及劳务成本上升，建筑企业面临成本压力，尤其是环保要求和人口红利消退导致的原材料和人工成本上涨。
20210322,建筑央企通过集中采购、提升集约化和信息化水平等方式应对成本压力，已取得一定成效。
20180708,乡村振兴战略支持下，农业收入提高，主要受益于水稻新品种推广、政府财政补贴、农户种植结构调整和政府的持续投资。
20180708,地方产业振兴关注1.5次产业，即农产品加工，以提高农产品附加值。
20180204,行业整体受宏观政策影响，景气度下降，表现为固定资产投资增速下滑。
20180325,公司业绩稳定，表现出龙头效应，净利润达到19.42亿。
20180325,在国家政策支持下，如互联网家装、房屋租赁市场和全装修政策等，公司家装业务有望快速发展，龙头企业规模优势将进一步凸显。
20180325,行业整体受宏观政策环境影响，景气度可能下降。
20180325,固定资产投资增速下滑可能导致行业公司订单未达到预期。
20191225,建筑装饰行业受 2018 年房地产调控政策影响，订单向各子行业龙头集中的趋势明显。
20191225,装饰行业作为后周期业务，受到地产资金链和新签订单下降的影响，行业整体持续陷入低迷期。
20191225,园林行业受 PPP 监管与地方债务趋严的影响，新签订单额呈下滑态势。
20191225,装饰行业中小型企业订单水平表现普遍较差，行业颓势导致订单集中度提升，向龙头企业靠拢。
20191225,建筑装饰行业订单保障系数同比所有降低，但农尚环境、城邦股份、乾景园林三家公司订单收入保障系数有所增长。
20171113,我国经济增长已进入新常态下的中高增长阶段，建筑业作为经济周期的重要指标，其需求受经济增速影响较大。
20171113,建筑行业是订单拉动型行业，海外工程量的增加为其提供了良好的发展契机。
20190609,行业整体受宏观经济政策影响，导致行业景气度下降。
20200216,2019年前三季度园林板块收入和净利润均大幅下滑，主要原因是龙头企业如东方园林、铁汉生态等主动收缩战线，处理风险。
20200216,园林板块资产负债率处于历史高位，部分龙头企业的资产负债率高达70%以上，这加大了园林企业的信用风险，使其融资更加困难。
20180806,货币政策与财政政策边际宽松，预计下半年基建投资增速有望回升，利好建筑装饰行业。
20180806,油价高位可能影响石油炼化及新型煤化工投资，但具体影响尚需观察。
20180806,装修企业在2018年有望维持高景气度，受益于政策支持下的租赁市场发展和全装修政策的实施。
20170405,建筑行业市场容量受全社会固定资产投资增速影响，可能出现萎靡或负增长。
20210223,建筑装饰行业需求旺盛，特别是钢结构领域，受益于下游需求的增长以及吨盈利水平的提升，行业整体业绩有望超预期。
20210223,龙头企业凭借产能产量的突破，有望进一步强化其市场地位。
20210110,欧洲装配式住宅市场受到人口规模、国家面积等因素影响，市场规模存在差异。其中，英国、德国、波兰等国家住宅市场空间较大，装配式住宅有更大发展空间。
20210110,欧洲装配式住宅市场面临的风险包括装配式建筑推广力度不及预期、钢价上涨造成的成本攀升以及融资环境趋紧导致的现金流下滑。
20210110,装配式住宅技术在早期存在局限性，如抗震能力不足等问题。但随着技术发展和市场接受度提高，预制房屋保持较好增长。
20210110,瑞士预制房屋市场增长乏力，主要原因是政策支持不足和经济大环境未支撑建筑行业发展。
20210110,欧洲各国装配式房屋价格差异较大，其中西欧、北欧地区价格偏高，东欧地区有价格优势。波兰市场空间较大，未来有赶超效应。
20210110,英国装配式住宅市场需求增加，原因包括家庭小型化和生活方式变化导致的住宅需求增加。
20210110,英国装配式住宅技术发展背景包括一战后建筑工人短缺和寻求新建造技术。二战后木框架体系得到优化和发展，成为非现场建造房屋体系中占份额最大的一种建造方式。
20210110,当前房屋建设预制率低导致预制工厂成本居高不下。此外，《装配式混凝土结构技术规程》规范要求也导致成本上涨。
20190609,建筑装饰行业在全球宽松背景下具有低估值优势，其中设计龙头的现金流价值值得关注。
20190609,设计公司业务轻资产，现金流优势显著，其业务分为多个阶段，通常在每阶段业主付款后才能推进下一阶段，因此收款保障性较高。
20201227,市场担忧钢价上涨对钢构龙头盈利产生影响，但通过分析订单结构和定价机制，发现钢价上涨对鸿路钢构和精工钢构的影响有限。
20201227,鸿路钢构和精工钢构的订单类型多样，其中部分订单的成本不受钢价波动影响，部分订单设有调价机制，可缓解钢价上涨带来的成本压力。
20201227,钢价上涨对鸿路钢构和精工钢构的生产成本有一定影响，但可通过与业主协商共担成本等方式减轻压力。
20201227,钢价上涨不会阻止业主的建设需求，反而可能促使业主加快下单和开工，有利于公司签单和收入转化。
20200719,钢结构行业的发展受到多种因素制约，如技术成熟度、配套体系完善程度、居民接受度以及成本降低等，这些都需要时间和市场自发调节。
20191117,10月基建投资增速回落，主要原因是去年同期政策发力导致的较高基数，以及今年前9月专项债发行完毕而新增额度尚未到位。
20191117,宏观政策环境变化导致行业景气度下降，固定资产投资及基建投资增速下滑加速，可能导致公司订单不达预期。
20180708,建筑板块历史上曾出现四次破净潮，主要发生在熊市中的震荡磨底阶段，如2004-2006年和2011-2014年，持续时间较长，可达2-3年，破净个股数量较多。这些时期通常伴随着货币政策的收紧，M1与M2增速差为负，市场悲观预期增强。
20171224,装饰行业经过近年调整，行业景气度有所回升，目前板块整体处于低估值、低持仓的情况。
20171224,17年长租公寓政策的提出有望加速推进行业标准化及规模效应，公装行业或出现结构性复苏。
20171224,伴随互联网家装的逐步兴起，装饰龙头公司有望持续受益，建议关注金螳螂、东易日盛等。
20171224,国家宏观政策环境变化可能导致行业景气度下降。
20171224,固定资产投资增速下滑加速可能导致行业公司订单不达预期。
20171224,国内融资环境趋严可能导致行业公司收入转化不达预期。
20181022,基建投资增速持续下行，但年底有望触底反弹。
20181022,钢结构板块受益于装配式建筑快速发展，钢价上涨对企业利润影响逐渐减弱。
20181022,技术授权加盟业务模式逐步成熟，推动钢结构板块市占率快速提升。
20200219,装配式建筑具有抗震性好等优点，主要应用于工业及民用建筑领域，近年来得到较快发展。
20200219,日本地震多发，对房屋抗震性要求较高，钢结构房屋因其材料特性满足了这一需求。
20200219,建筑业用工成本的增加促使施工方式实现变化，装配式建筑施工方式有望得到更广泛应用。
20200219,公司收入主要受钢材价格和销量影响，净利润除受收入因素影响外，还受到钢材价格波动的影响。
20201231,装配式建筑在美国已逐渐成为经济适用房的主要形式，因其成本远低于非工业化住宅，成为低收入人群和无福利购房者的主要选择。
20201231,澳大利亚和亚太地区因历史投资不足、人口增长、城市化进程加快等因素，政府和社会对基础设施项目的投资将持续增加。
20201231,日本的PC构件生产企业多采用固定台模生产工艺，注重提高质量和工效，而对生产速度和生产规模的追求相对较弱。
20201231,日本的PC构件企业通过提高附加值获得盈利能力，部分技术含量低、可大规模生产的构件由专门的PC构件厂生产。
20201231,美国的装配式建筑行业正从量增向多元化和高质量转型，减少低端装配式房屋占比。
20201231,新加坡劳动力资源紧张，导致人力成本居高不下。
20201231,PPVC技术可提高建筑施工效率，降低工地工作量，缩短施工周期，减少用工人数，但对施工用机械设备要求较高。
20201231,香港人口密度大，土地资源稀缺，住房需求量大，人力成本持续攀升，凸显了预制构件房屋的成本优势和标准化、便捷性。
20201231,当前房屋建设预制率低，导致预制工厂成本居高不下。
20201231,根据《装配式混凝土结构技术规程》，钢筋混凝土用量的增加和技术要求的严格可能导致成本上涨。
20201231,钢价持续上涨可能导致钢结构加工企业成本攀升。
20200329,自2017年以来，地方政府去杠杆、2018年信用收缩以及2019年龙头企业控股权接连转让等因素，导致生态园林行业的供给侧大幅收缩。
20200705,预制PC构件市场呈现高速增长态势，行业内公司普遍受益于需求的扩张。
20170407,"""资产荒""背景下，国有建筑蓝筹股表现出良好的风险收益比，吸引了产业资本和保险资金的关注。"
20190705,2018年以来，建筑行业整体业绩下行，主要受融资环境紧张和地方隐性债务监管趋严的影响。
20190705,地方政府相关业主对项目进度的确认和付款节奏放缓，可能导致建筑民企的回款压力和资金压力增加。
20190705,大客户的付款安排和付款方式变化也可能影响建筑行业上市公司的回款节奏。
20190705,建筑民企的回款情况与业主付款节奏、合同约定等因素有关。
20190705,收入确认进度与施工进度密切相关，而施工进度又与公司资金状况、业主方工程量确认和回款情况有关。
20190705,2018年以来，地方政府隐性债务高监管压力下，政府相关业主对项目进度的确认和付款节奏放缓，可能影响建筑民企的回款和资金压力。
20190705,行业模式特点可能导致收入确认与现金流入进度存在一定差异，如施工过程与业主验收确认的时间差异，以及业主在结算时的扣款项目。
20190705,部分民营建筑企业在2018年提高地产项目占比，可能与市政项目占款较大、地方债务严监管下的经营战略调整以及房建施工投资需求的提升有关。
20190705,地产行业流动性紧缩和大客户付款安排、付款方式变化可能影响建筑行业上市公司回款节奏。
20190705,建筑企业在手地产商票据贴现能力下降，可能导致资金压力上升，进而影响施工进度。
20190705,建筑行业具有较强的财政周期和金融周期依赖性，随着流动性边际好转，企业在手项目的回款将有所改善。
20200210,调查对象主要为20-55岁的购房人群，其中七成人群的月收入在5000元以上，这部分人群是装修行业的主要需求对象。
20200210,大品牌装修公司的受欢迎程度下降，未选择品牌的直接找包工头的人群比例上升，可能是由于一线城市居住者比例提高，他们更倾向于将设计与施工分离。
20200210,在选择正规装修公司的调查中，36.50%的人选择当地有一定名气的装修公司，超过选择全国知名品牌装修公司的人群比例，这可能意味着地方龙头装修企业在性价比、相对知名度上更优于全国知名品牌。
20200210,消费者在选择家装品牌时更看重性价比与功能性，而全国知名品牌的品牌附加值可能较高，但在高度个性化的家装领域，品牌溢价可能难以体现。
20200210,地方装饰企业对当地消费者的需求偏好更了解，因此在市场竞争中可能更具优势。
20200210,部分装修公司在后期可能存在加价现象，主要集中在装修主材方面，消费者可能愿意接受加价以提高产品质量。
20200210,装修质量问题逐渐成为行业痛点，如隐蔽施工不到位、材料以次充好等，消费者对此类问题越来越敏感。
20180107,房地产销售增长推动装饰行业需求回暖，前期大幅增长的房地产销售开始向装饰行业传导需求。
20180107,住宅精装修要求的提高进一步刺激了装饰行业的需求。
20200602,政策推动债转股，有利于建筑央企国企订单落地速度加快；
20200602,债转股过程中子公司层面资产评估增值显著，可能导致中国中铁PB下降；
20190114,2018年基建投资增速下滑与信贷增长放缓有关。
20190114,对外新签订单大幅下滑，影响了国际工程公司的成长预期，导致公司估值创新低。
20181119,基建行业在2018年10月表现出企稳回升的趋势，全年有望持续改善。
20181119,钢结构板块受益于装配式建筑的发展，钢价上涨对企业利润的影响逐渐减弱。
20181119,技术授权加盟业务模式的成熟有助于提高市占率，推动钢结构板块的业绩加速回暖。
20181209,基建投资加码的重要性再次提升，表明基础设施建设对于经济增长具有重要作用。
20181209,长端利率与PPI走势高度相关，反映了市场对经济增长和通胀水平的预期。
20170501,财务费用上升：报告期内财务费用显著增加，主要受人民币升值导致的汇兑损失增加影响。
20170501,资产减值损失减少：主要源于委内瑞拉综合农业项目应收账款收回，冲回了已计提的坏账准备。
20170501,经营性现金流净流出增加：主要受收现比下降叠加付现比大幅增加的影响。
20170501,预付账款大幅增长：付现比的提升主要源于预付账款的大幅增加。
20170501,少数股东权益增加：预计主要由于福建天辰耀隆改造后产能提升以及印尼巨港电站在经历上一年大修后发电量增大。
20170501,现金流改善：预收款的增加是现金流改善的原因之一，预计随着家装业务的逐步放量，公司的现金流将持续好转。
20170501,税金及附加占比上升：主要系收入增加导致城建税和教育费附加相应增加所致。
20170501,资产减值损失占比上升：主要由于应收账款账龄老化带来坏账准备加速计提以及本期暂停项目增加带来存货跌价。
20190127,行业整体受宏观政策影响，景气度下降，表现为固定资产投资及基建投资增速下滑。
20180826,行业整体受国家宏观政策影响，如西部开发、地方债发行等，可能导致行业景气度下降。
20180826,固定资产投资增速下滑可能影响行业公司的订单情况，进而影响其业绩表现。
20180826,“一带一路”政策落地进度可能不及预期，对相关行业的影响有待观察。
20190115,新基建与传统基建共同推动行业发展，其中新基建提供弹性，传统基建稳定增长。
20190115,公司通过直营和技术授权模式拓展市场，提高市场份额，增强盈利能力。
20190115,截至2018年9月底，公司已完成3单技术授权，成功进入宁夏、东北及河北等市场。
20191124,钢结构建筑行业需求快速增长，受益于应用范围的拓展和装配式建筑的推广，预计年增速超过10%。
20191124,2015年后，钢价波动、营改增及环保趋严等因素导致部分中小型钢结构企业利润压缩，逐渐退出市场，行业供需结构得到改善。
20190514,2018年第四季度，公司的收入增速加快，但净利润增速放缓，主要原因包括财务费用的上升以及部分公司在2017年第四季度的大额投资收益导致的基数较高。
20190514,随着钢结构建筑技术的进步和行业规模的扩大，其成本有望逐渐接近钢筋混凝土建筑，未来发展空间巨大。
20190514,传统建材如涂饰面和木门、窗套存在一定的缺点，如工序多、易空鼓脱落、受气候影响等。
20190514,2018年公司整体毛利率为19.5%，同比持平。其中，装饰（公装）/电商家装业务毛利率分别为15.3%/29.7%，较上年同期分别变动-0.6/-0.8个pct。公装业务毛利率下降可能系较低利润率住宅精装修业务贡献收入占比提升所致，家装业务毛利率下降可能系前期业务快速扩张及较低利润率精装科技贡献收入占比提升所致，整体毛利率持平主要系高利润率家装业务占比提升所致。
20200206,2003年非典疫情期间，固定资产投资增速和房地产投资增速在爆发期和缓解期均有所波动，但在疫情后期持续下行，这可能是由于货币政策收紧导致的。
20200206,2003年建筑企业经营情况出现分化，部分企业保持业绩稳定甚至实现增长，部分企业营收和归母净利润出现大幅下滑。
20200206,2003年中国经济处于上升阶段，GDP和固定资产投资高速增长，导致电力交通等领域出现短缺。
20200206,原材料和大宗商品价格攀升给企业成本带来压力。
20200206,非典疫情对建筑施工的影响相对较小，监管部门要求对工人进行体温监测和封闭管理，但未强制停工。
20180101,宏观政策环境变化影响行业景气度，导致公司订单不达预期。
20180101,固定资产投资增速下滑加速，进一步影响行业公司订单完成情况。
20180625,建筑装饰行业存在大量的小型企业，并且产业链上游的建材行业也以小微企业为主，整体行业现金流压力较大，资金压力正在向供应商传导。
20180318,2018年1-2月，公司公装订单增速未受春节因素影响，仍保持快速增长趋势。
20180318,华东地区建筑业春季开工较去年有所推后，主要原因包括开工项目不足、农民工返城较晚、节后雨水较多以及地产限价等因素。
20180318,资金面偏紧，下游建筑、地产企业资金到位情况欠佳，混凝土企业要求付款比例较高。
20180318,小企业相对于大企业，项目推进节奏变动不明显，主要原因包括重点工程大都由大企业承揽，地方政府资金面紧张开工影响较为明显；大型房企针对当地房产限购政策调节能力强，有意放缓开工进度，小型房企对资金回笼更敏感，工程进度推进更顺利。
20190722,建筑装饰行业二季度基金持仓比例降至低位，其中基建及国际工程减仓较多，原因包括行业整体订单增速放缓、地方政府持续清查隐形债务以及对后续基建资金来源的担忧等。
20190722,建筑装饰行业PE估值处于历史底部，仅为10.10倍，基金持仓占比也仅有0.36%，显示出市场对该行业的信心不足。
20190821,建筑股估值体系正从以盈利为核心的市盈率估值转向考虑资产质量的市净率估值，原因在于去杠杆和投资增长放缓背景下，盈利持续增长预期被打破，原有估值方法存在不足。
20190821,建筑企业在追求盈利增长的过程中，可能存在过度垫资、忽视应收款等资产质量、增加杠杆等问题，导致流动性风险。
20190821,建筑行业竞争激烈，垫资施工是常态，资金实力成为获取项目的关键因素，资金驱动规模扩大。
20190821,建筑行业应收账款普遍，主要原因包括工程结算周期、下游客户资金紧张、行业竞争激烈等。
20190821,建筑行业存货周转率和应收账款周转率均呈下降趋势，但2018年出现回升，可能与PPP业务开展和会计准则变化有关。
20190821,建筑企业经营过程中产生大量经营性负债，如应付账款、应付票据、预收账款等，降低了实际负债水平。
20190821,装饰行业具备一定的消费属性，金螳螂在行业内具有显著的品牌和管理优势，假设公司未来15年间ROE逐步回归折现率水平。
